label,text
0,"""My father,"" I answered, ""it is the study of Nosology."""
0,"The ceiling, of gloomy looking oak, was excessively lofty, vaulted, and elaborately fretted with the wildest and most grotesque specimens of a semi Gothic, semi Druidical device."
0,"""LISTEN to me,"" said the Demon as he placed his hand upon my head."
0,"But, unhappily, in proportion to the increase of size in the lens, and consequently of space penetrating power, is the diminution of light from the object, by diffusion of its rays."
0,"I staggered onward for some time, when I stumbled and fell."
0,But in his toilsome journey to the water his fears redouble within him.
0,"It was a black cat a very large one fully as large as Pluto, and closely resembling him in every respect but one."
0,"The eyelids, transparent and bloodless, offered no complete impediment to vision."
0,"I was soon upon the point of resigning myself to my fate, and dropping quietly into the sea, when my spirits were suddenly revived by hearing a hollow voice from above, which seemed to be lazily humming an opera air."
0,"Why, my dear sir, that cameleopard is no other than Antiochus Epiphanes, Antiochus the Illustrious, King of Syria, and the most potent of all the autocrats of the East It is true, that he is entitled, at times, Antiochus Epimanes Antiochus the madman but that is because all people have not the capacity to appreciate his merits."
0,I removed the bed and examined the corpse.
0,"He at length opened it, and drawing there from a huge letter sealed with red sealing wax and tied carefully with red tape, let it fall precisely at the feet of the burgomaster, Superbus Von Underduk."
0,He patronized the bagpipes.
0,"I had no alternative but to conclude him stricken with lunacy, and I became seriously anxious about getting him home."
0,"His nose remained buried in the mass of flesh which enveloped his round, full, and purple face; and his thick upper lip rested upon the still thicker one beneath with an air of complacent self satisfaction, much heightened by the owner's habit of licking them at intervals."
0,"These would have been of great assistance at such times, in using the sweeps, as well as afterward in fishing but, somehow, although we ran the risk ourselves, we had not the heart to let the young ones get into the danger for, after all is said and done, it was a horrible danger, and that is the truth."
0,"Perhaps the gradation of his copy rendered it not so readily perceptible; or, more possibly, I owed my security to the master air of the copyist, who, disdaining the letter, which in a painting is all the obtuse can see, gave but the full spirit of his original for my individual contemplation and chagrin."
0,You have already fathomed the true character of this good gentleman.
0,"Proceeding southwardly, the explorer saw, at first, the same class of trees, but less and less lofty and Salvatorish in character; then he saw the gentler elm, succeeded by the sassafras and locust these again by the softer linden, red bud, catalpa, and maple these yet again by still more graceful and more modest varieties."
0,"He discoursed of Cimabué, Arpino, Carpaccio, and Argostino of the gloom of Caravaggio, of the amenity of Albano, of the colors of Titian, of the frows of Rubens, and of the waggeries of Jan Steen."
0,"In short, we are madly erring, through self esteem, in believing man, in either his temporal or future destinies, to be of more moment in the universe than that vast ""clod of the valley"" which he tills and contemns, and to which he denies a soul for no more profound reason than that he does not behold it in operation."
0,"Strange, brilliant flowers, star shaped, burn out upon the trees where no flowers had been known before."
0,"Please to write 'Und sterb'ich doch, no sterb'ich denn Durch sie durch sie' ""That's German from Schiller."
0,"But, in fact, the one atrocity, known to be so committed, is, if any thing, evidence that the other, committed at a time nearly coincident, was not so committed."
0,"""Let 'Oppodeldoc,' whoever he is, send any future composition of like character to the 'Hum Drum,' the 'Lollipop,' or the 'Rowdy Dow,' They will 'insert' it."
0,"If, for example, there should be a deposition of moisture upon the silk, and the machine begins to descend in consequence, there will be no necessity for discharging ballast to remedy the increase of weight, for it is remedied, or counteracted, in an exactly just proportion, by the deposit on the ground of just so much of the end of the rope as is necessary."
0,"Driving a peg, with great nicety, into the ground, at the precise spot where the beetle fell, my friend now produced from his pocket a tape measure."
0,"For a moment she remained trembling and reeling to and fro upon the threshold then, with a low moaning cry, fell heavily inward upon the person of her brother, and in her violent and now final death agonies, bore him to the floor a corpse, and a victim to the terrors he had anticipated."
0,"There was neither too much flesh, nor too little, neither rudeness nor fragility."
0,"The other limb, confined by no such fetter, stuck off from the body at right angles, causing the whole loose and rattling frame to dangle and twirl about at the caprice of every occasional puff of wind which found its way into the apartment."
0,"Puss, who seemed in a great measure recovered from her illness, now made a hearty meal of the dead bird and then went to sleep with much apparent satisfaction."
0,Presently we heard him descending.
0,The young husband was frantic with grief but circumstances imperatively forbade the deferring his voyage to New York.
0,"Little attention had been paid to the decora of what is technically called keeping, or to the proprieties of nationality."
0,"Wyatt's three rooms were in the after cabin, which was separated from the main one by a slight sliding door, never locked even at night."
0,That the body was found without weight is also corroborative of the idea.
0,"The spot where we discovered the scarabaeus was on the coast of the main land, about a mile eastward of the island, and but a short distance above high water mark."
0,You must be careful and give the thing with a downright improviso air.
0,One was an elm of fine size and exquisite form: it stood guard over the southern gate of the vale.
0,"Had the true scene been, as Le Commerciel suggested, in the neighborhood of the Rue Pavée St. Andrée, the perpetrators of the crime, supposing them still resident in Paris, would naturally have been stricken with terror at the public attention thus acutely directed into the proper channel; and, in certain classes of minds, there would have arisen, at once, a sense of the necessity of some exertion to redivert this attention."
0,"And the evening closed in upon me thus and then the darkness came, and tarried, and went and the day again dawned and the mists of a second night were now gathering around and still I sat motionless in that solitary room and still I sat buried in meditation and still the phantasma of the teeth maintained its terrible ascendancy, as, with the most vivid hideous distinctness, it floated about amid the changing lights and shadows of the chamber."
0,"Casting my eyes upwards, I beheld a spectacle which froze the current of my blood."
0,I began to find great difficulty in drawing my breath.
0,"One of very remarkable character, and of which the circumstances may be fresh in the memory of some of my readers, occurred, not very long ago, in the neighboring city of Baltimore, where it occasioned a painful, intense, and widely extended excitement."
0,"But I was sorely put out by the absence of all else of the body to my imagined instrument of the text for my context."""
0,"To observe attentively is to remember distinctly; and, so far, the concentrative chess player will do very well at whist; while the rules of Hoyle themselves based upon the mere mechanism of the game are sufficiently and generally comprehensible."
0,"""True,"" I replied; ""the Amontillado."""
0,"Black draperies, likewise, in the gloomy room, shut out from our view the moon, the lurid stars, and the peopleless streets but the boding and the memory of Evil they would not be so excluded."
0,"The point of view from which I first saw the valley, was not altogether, although it was nearly, the best point from which to survey the house."
0,"At sundown, the gale had sensibly diminished in violence, and as the sea went down with it, we still entertained faint hopes of saving ourselves in the boats."
0,"This simple fact should have induced suspicion, at least, it might be thought."
0,"I had most imprudently made it known among my friends, she observed, that I desired her acquaintance thus that I did not possess it thus, again, there was no possibility of concealing the date of our first knowledge of each other."
0,"Look not behind thee, then, at its unavoidable degradation; but take courage, ply thy legs with vigor, and scud for the hippodrome Remember that thou art Antiochus Epiphanes."
0,"An eyeglass, on the other hand, has a savor of downright foppery and affectation."
0,"Apart, however, from the inevitable conclusion, a priori that such causes must produce such effects that the well known occurrence of such cases of suspended animation must naturally give rise, now and then, to premature interments apart from this consideration, we have the direct testimony of medical and ordinary experience to prove that a vast number of such interments have actually taken place."
0,"""But proceed I am all impatience."""
0,In an instant I seemed to rise from the ground.
0,"God, with all the powers attributed to spirit, is but the perfection of matter."
0,"""Pretty much, but not altogether,"" said Legrand."
0,"The most reasonable conclusion is, that he wept himself to death."
0,"The results of the analysis are undoubtedly, in the main, just; but we can only account for Brewster's pronouncing the Essay a thorough and satisfactory explanation, by supposing him to have bestowed upon it a very cursory and inattentive perusal."
0,Let us see what they say: Imprimus.
0,"P. Is God, then, material?"
0,"He left the hotel before me, intending to go to New York, and thence to Bremen; it was in the latter city that his great discovery was first made public; or, rather, it was there that he was first suspected of having made it."
0,"I bought, for a song, a sixteenth of the ""Snapping Turtle"": that was all."
0,"Horrors of a nature most stern and most appalling would too frequently obtrude themselves upon my mind, and shake the innermost depths of my soul with the bare supposition of their possibility."
0,the walls of the myriads of the shining bodies that mere number has appeared to blend into unity?
0,"But this weakness was, luckily for me, of no very long duration."
0,"At the first dawn of the morning we closed all the messy shutters of our old building; lighting a couple of tapers which, strongly perfumed, threw out only the ghastliest and feeblest of rays."
0,And am I not now dying a victim to the horror and the mystery of the wildest of all sublunary visions?
0,"After some minutes, as if urged by curiosity to see if I was still looking, she gradually brought her face again around and again encountered my burning gaze."
0,Miss Tabitha Turnip propagated that report through sheer envy.
0,"The chairs and table were ""to match,"" but the forms of all had evidently been designed by the same brain which planned ""the grounds;"" it is impossible to conceive anything more graceful."
0,What would we do without the Atalantic telegraph?
0,The city was in comparative repose.
0,Listen You spoke thus: 'It is done it is most cheerfully agreed I sacrifice every feeling for your sake.
0,"Now, the power of elevation lies altogether in the superior lightness of the gas in the balloon compared with the atmospheric air; and, at first sight, it does not appear probable that, as the balloon acquires altitude, and consequently arrives successively in atmospheric strata of densities rapidly diminishing I say, it does not appear at all reasonable that, in this its progress upwards, the original velocity should be accelerated."
0,At this impatience she smiled.
0,"If I am in error, he will merely suppose that I have been misled by some circumstance into which he will not take the trouble to inquire."
0,"It is not that the Deity cannot modify his laws, but that we insult him in imagining a possible necessity for modification."
0,"Indeed, I cannot help admiring the animal for the excellent use he is making of his feet."""
0,"Yet I am not more sure that my soul lives, than I am that perverseness is one of the primitive impulses of the human heart one of the indivisible primary faculties, or sentiments, which give direction to the character of Man."
0,"I seemed to be upon the verge of comprehension without power to comprehend men, at times, find themselves upon the brink of remembrance without being able, in the end, to remember."
0,"Their light, in dying, enabled us just to perceive that a stranger had entered, about my own height, and closely muffled in a cloak."
0,"Brewster takes no notice of it whatever beyond a mere statement, we believe, that such is the fact."
0,"One of these was the pulpit of the ""classical"" usher, one of the ""English and mathematical."""
0,"I wish to describe, but am disheartened by the difficulty of description, and hesitate between detail and generality."
0,"""At length my eyes, in going the circuit of the room, fell upon a trumpery fillagree card rack of pasteboard, that hung dangling by a dirty blue ribbon, from a little brass knob just beneath the middle of the mantel piece."
0,He can have no idea of the wonder of a pirouette.
0,"Steeped in misery as I am misery, alas only too real I shall be pardoned for seeking relief, however slight and temporary, in the weakness of a few rambling details."
0,"I knew what the old man felt, and pitied him, although I chuckled at heart."
0,His Grace thought of his game.
0,"""The first aim of the writer is to show, from the brevity of the interval between Marie's disappearance and the finding of the floating corpse, that this corpse cannot be that of Marie."
0,"By means of a crow bar I easily dislodged the bricks, and, having carefully deposited the body against the inner wall, I propped it in that position, while, with little trouble, I re laid the whole structure as it originally stood."
0,"He must have foreseen, I reflected, the secret investigations of his premises."
0,In the present instance they were fully eight inches wide; but their glory was altogether eclipsed by the gorgeous splendor of the profuse blossoms.
0,The sounds of life encompass his path.
0,"You have only to do so and then so so so and then so so so and then so so and then ""Mon dieu Ma'm'selle Salsafette"" here cried a dozen voices at once."
0,To the right arise a chain of lofty hills rudely and luxuriantly wooded.
0,"Pascal, a philosopher whom we both love, has said, how truly ""que tout notre raisonnement se rèduit à céder au sentiment;"" and it is not impossible that the sentiment of the natural, had time permitted it, would have regained its old ascendancy over the harsh mathematical reason of the schools."
0,"""Then up with you as soon as possible, for it will soon be too dark to see what we are about."""
0,"We have crossed the Atlantic fairly and easily crossed it in a balloon God be praised Who shall say that anything is impossible hereafter?"""
0,They were even fuller than the fullest of the gazelle eyes of the tribe of the valley of Nourjahad.
0,"It is needless to say that I became excessively alarmed, having, in the first instance, attributed the noise to the bursting of the balloon."
0,"I am aware that by many I shall be held to blame for speaking in a manner so cursory, of a transaction so impalpable."
0,"While I remained in speechless astonishment at behavior so alarming, he suddenly leaped to his feet and made a rush at the bell rope; but just as he reached this, he appeared to have altered his intention, whatever it was, for he dived under a table and immediately re appeared with a cudgel."
0,"Wearied at heart with anxieties which had their origin in the general turmoil and decay, I succumbed to the fierce fever."
0,"""My dear Thingum,"" said he to me one day after dinner, ""I respect your abilities and love you as a son."
0,"The winding up is inessential to the operations of the Automaton, and is performed with the design of exciting in the spectators the false idea of mechanism. ."
0,"If I were awake I should like to die, but now it is no matter."
0,"There was, I knew, not a second to be lost."
0,He repeated the movement a grotesque one.
0,"At length, erecting his frame, he looked upwards, and ejaculated the lines of the Bishop of Chichester: ""Stay for me there I will not fail To meet thee in that hollow vale."""
0,Heigho when will any Invention visit the human pericranium?
0,"He shook with inconceivable agitation, and his eye glanced around in search of a gondola."
0,"I am twenty two, you say, granted: indeed, you may as well call me, at once, twenty three."
0,"At times, again, I was obliged to resolve all into the mere inexplicable vagaries of madness, for I beheld him gazing upon vacancy for long hours, in an attitude of the profoundest attention, as if listening to some imaginary sound."
0,"As for the Quarterly cant about ""sustained effort,"" it is impossible to see the sense of it."
0,"There I was, full in his view, with blacking and brushes."
0,He turns his back forever upon those dreadful shrubberies and flees as from the wrath to come.
0,How had I deserved to be so blessed by such confessions?
0,There is a certain amount of bulk of space to be accounted for in every cabinet.
0,"Zaffre, digested in aqua regia, and diluted with four times its weight of water, is sometimes employed; a green tint results."
0,What it was that Pompey saw so very peculiar in my appearance I have never yet been able to find out.
0,"In short, no position can be attained, from which an artistical eye, looking steadily, will not find matter of offence, in what is technically termed the composition of a natural landscape."
0,"This act, however, did not prevent young Ellison from entering into possession, on his twenty first birthday, as the heir of his ancestor Seabright, of a fortune of four hundred and fifty millions of dollars."
0,And here let me pause to insinuate a question.
0,"This idea satisfied me, and I dismissed my curiosity for the nonce."
0,"A portion of it may form, when tightly stretched, the only partitions which there is any necessity for removing during the changes of the man's position, viz: the partition between the rear of the main compartment and the rear of the cupboard No. , and the partition between the main compartment, and the space behind the drawer when open."
0,"If ever mortal painted an idea, that mortal was Roderick Usher."
0,"Being now assured of her absence, I returned with a palpitating heart to the scene of my disaster."
0,"""So help me God,"" said he, after a brief pause, ""I will tell you all I know about this affair; but I do not expect you to believe one half I say I would be a fool indeed if I did."
0,"The person of whom I speak seemed born for the purpose of foreshadowing the doctrines of Turgot, Price, Priestley, and Condorcet of exemplifying by individual instance what has been deemed the chimera of the perfectionists."
0,"By way of amusement, I felt my way among the numerous coffins ranged in order around."
0,"This consideration led Sir George Cayley to think only of adapting a propeller to some machine having of itself an independent power of support in a word, to a balloon; the idea, however, being novel, or original, with Sir George, only so far as regards the mode of its application to practice."
0,"I well remember it had no trees, nor benches, nor anything similar within it."
0,"You must forget too, my earthly name, and speak to me as Charmion."
0,"Monsieur Maillard, to my excessive astonishment threw himself under the side board."
0,Here I pulled out my watch.
0,"The alteration, however, in the entire expression of the General's countenance was instantaneous and surprising."
0,"In fact, to write upon such a theme it is necessary to have been hanged."
0,So I did not abandon the search until I had become fully satisfied that the thief is a more astute man than myself.
0,"""In that case,"" replied Dupin, opening a drawer, and producing a check book, ""you may as well fill me up a check for the amount mentioned."
0,"In my most ungovernable moods I still retain a sense of propriety, et le chemin des passions me conduit as Lord Edouard in the ""Julie"" says it did him a la philosophie veritable."
0,"The fireplaces are large and deep, with fierce crooked looking fire dogs."
0,With it came the sense of elasticity and of light.
0,"We may be instructed to build an Odyssey, but it is in vain that we are told how to conceive a 'Tempest,' an 'Inferno,' a 'Prometheus Bound,' a 'Nightingale,' such as that of Keats, or the 'Sensitive Plant' of ."
0,"And, in the midst of all this, the continuous braying of a donkey arose over all."
0,"Fastening one end of this at that point of the trunk, of the tree which was nearest the peg, he unrolled it till it reached the peg, and thence farther unrolled it, in the direction already established by the two points of the tree and the peg, for the distance of fifty feet Jupiter clearing away the brambles with the scythe."
0,"Induction, a posteriori, would have brought phrenology to admit, as an innate and primitive principle of human action, a paradoxical something, which we may call perverseness, for want of a more characteristic term."
0,"I positively felt a wish to explore its depths, even at the sacrifice I was going to make; and my principal grief was that I should never be able to tell my old companions on shore about the mysteries I should see."
0,"It increased my fury, as the beating of a drum stimulates the soldier into courage."
0,The coat was nearly new.
0,"These the mere romanticist must eschew, if he do not wish to offend or to disgust."
0,"In general, there is no alternative but experiment directed by probabilities of every tongue known to him who attempts the solution, until the true one be attained."
0,"And the moon ceased to totter up its pathway to heaven and the thunder died away and the lightning did not flash and the clouds hung motionless and the waters sunk to their level and remained and the trees ceased to rock and the water lilies sighed no more and the murmur was heard no longer from among them, nor any shadow of sound throughout the vast illimitable desert."
0,"I knew him as a courtier, too, and as a bold intriguant."
0,"diamonds, did you say? terrible wretches those Kickapoos we are playing whist, if you please, Mr. Tattle however, this is the age of invention, most certainly the age, one may say the age par excellence speak French?"
0,I never saw any set of reasonable people so thoroughly frightened in my life.
0,"""You shall conquer, then, mon ami,"" said she, ""for the sake of the Eugenie whom you love, this little weakness which you have at last confessed this weakness more moral than physical and which, let me assure you, is so unbecoming the nobility of your real nature so inconsistent with the candor of your usual character and which, if permitted further control, will assuredly involve you, sooner or later, in some very disagreeable scrape."
0,He told us what had become of the eighty three lost tragedies of Æschylus; of the fifty four orations of Isæus; of the three hundred and ninety one speeches of Lysias; of the hundred and eighty treatises of Theophrastus; of the eighth book of the conic sections of Apollonius; of Pindar's hymns and dithyrambics; and of the five and forty tragedies of Homer Junior.
0,"This is all which is proved, if any thing is."
0,"He had often talked about her in my presence, however, and in his usual style of enthusiasm."
0,There was a sound at the moment as if of several persons struggling a scraping and scuffling sound.
0,Some few are mountebanks.
0,"From some peculiar circumstances attending the administration of his father, the young Baron, at the decease of the former, entered immediately upon his vast possessions."
0,"I staggered forward at once, and a few steps brought me to the vestibule of the building."
0,"""Let him talk,"" said Dupin, who had not thought it necessary to reply."
0,What else could I think?
